,,,,,,,,,,,,,,brown bread,,,,,,,,,,,,,chicken,,,,,,,,,,,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,waffles,whipped/sour cream,,,,,,
,UHT-milk,,,,,,,,,,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,,,bottled water,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fruit/vegetable juice,,,ham,hamburger meat,,,,,,,,,,,,,,,,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft cheese,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,brown bread,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,fish,,,,,,,,,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,canned vegetables,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,bags,,,,,,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seasonal products,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,,,,,,,,,,butter,butter milk,,,,,,,,,,,,,,,,,,,,,,,,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,long life bakery product,,,,,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bottled water,,,,,,,,,,,canned vegetables,,,,chicken,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee,,,,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,hamburger meat,,,,,,,,,,,,,,,,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sliced cheese,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,whipped/sour cream,,,,,,
,,,,,,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,,,,,,,bottled water,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,specialty chocolate,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,chewing gum,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,curd,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newspapers,,,oil,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,salt,salty snack,,,,,,,,,,,,,,,,,,,,,,,,syrup,,,,,,,,,,,,,,
,,,,,,,,,,,,,,brown bread,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spread cheese,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish,,,,,,,,,,,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,spices,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,beef,,,bottled beer,,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,hamburger meat,,,,,,,,,,,,,,,,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,pork,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,beef,,,,,,brown bread,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bottled water,,,,,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,canned beer,,,canned vegetables,,,,,,,,,,,,,,,,,,,,,dessert,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,chocolate,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red/blush wine,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,soda,,,,,specialty bar,,,,,,,,,,,,,,,,,whipped/sour cream,,,,,,
,UHT-milk,,,,,,,,,,,,,,butter,butter milk,,,,,,,,,,,,,,,,,,,,,,cream,cream cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,,,,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,canned beer,,,,,,,,,,citrus fruit,,,,,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,butter,butter milk,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,berries,,,,,,,,,,,,,,,cat food,,,,,,,,,,coffee,,,,cream,cream cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,chocolate,chocolate marshmallow,,,,,,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,baking powder,,,,,,,,,,,,,,canned beer,,,,,,,chicken,,,,,,,,,,,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,,,,,
,,,,,,,,,,beverages,,,,,,,,,,,,,,,,,,,,,,,,,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,pork,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,yogurt,
,,,,,,,,,,,,,,,,,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,chicken,,,,,,,,condensed milk,,,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,,,,spread cheese,,,,,,,,turkey,,,,,,,,,
Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,chewing gum,,,,,,,,,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pickled vegetables,,,,,,,,,,,,,,rolls/buns,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,,,,,,,,,,,canned beer,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,canned beer,,,,,,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,
,,,,,,,,,,,,,,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waffles,,,,,whole milk,,
,,,,,,,,,,,,,,,butter,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salt,salty snack,,sausage,,,,,,,,,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onions,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onions,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curd,curd cheese,,,,,,,,,,,,,,,,,,,,,,,fruit/vegetable juice,,,,,,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zwieback
,,,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mustard,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,soda,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,yogurt,
